transcript_id	miracidia	sporocyst_2d_invitro	sporocyst_1d_invivo	sporocyst_3d_invivo	sporocyst_shedder_invivo	cercariae	somule_3h	somule_24h	adult_m_21d	adult_f_21d	adult_m_28d	adult_f_28d	adult_m_38d	adult_f_38d
Smp_004630.2	3.5	0	0	0	13.71	4.46	1.89	8.13	4.81	5.53	4.91	5.54	1.27	2.81
Smp_004640.1	48.34	111.13	34.21	57.85	18.8	10.35	12.57	22.54	18.49	18.4	21.49	16.46	37.81	14.85
Smp_004640.2	1.94	3.82	3.86	0	5.44	5.02	1.04	9.96	6.57	3.38	5.43	5	5.66	3.45
Smp_004680.1	947.29	564.62	374.7	328.25	335.96	1431.33	1045.97	499.05	175.08	155.59	142.51	153.38	128.79	161.45
Smp_004690.1	0.06	0	0	0	3.89	3.48	7.81	12.84	5.53	9.08	9.55	11.9	4.85	14.54
Smp_004690.2	0.91	0.49	4.74	0	10.92	9.89	13.89	16.08	18.41	26.26	26.87	33.08	24.34	47.51
Smp_004710.1	2.7	0.84	13.09	27.42	59.46	45.65	42.46	131.62	75.18	78.57	110.13	125.45	75.66	139.3
Smp_004730.1	1.88	0.62	1.22	0.62	2.17	5.55	15.31	8.31	2.74	2.51	2.38	2.23	0.82	1.66
Smp_004780.1	3114.3	2806.71	484.45	591.29	420.56	141.88	209.82	625.56	826.83	793.29	766.3	756.69	1327.85	787.15
Smp_004810.1	489.73	464.88	157.31	132.6	164.55	340.73	333.13	231.7	191.77	198.97	191.95	202.5	181.6	219.62
Smp_004820.1	59.56	54.46	167.88	186.78	172.58	131.11	67.72	35.38	140.62	167.1	190.33	180.58	500.57	196.92
Smp_004910.1	60.42	61.88	36.85	36.75	35.87	35.52	70.32	68.46	47.26	53.88	50.66	54.87	44.79	63
Smp_004940.1	8837.73	10213.06	3581.7	3891.78	2522.12	989.43	812.04	158.7	669.04	643.19	723.79	564.65	2506.68	481.7
Smp_004980.1	4.13	2.71	11.13	2.22	9.64	9.33	17.32	5.36	8.68	6.42	6.2	4.79	7.04	4.24
Smp_004990.1	2275.17	3389.39	543.46	679.4	267	156.17	217.74	439.89	333.35	320.47	322.63	265.6	633.84	240.34
Smp_005000.1	184.01	197.54	60.52	84.15	75.86	98.23	111.75	87.58	73.22	71.1	82.03	84	114.85	94.51
Smp_005010.1	70.8	63.88	40.92	37.66	34.22	39.54	33.15	32.79	39.73	36.56	37.28	33.35	75.57	35.96
Smp_005020.1	57.74	111.44	33.96	41.79	27.21	23.48	27.88	33.12	49.32	42.43	48.1	52.99	49.58	67.93
Smp_005070.1	6.31	6.84	28.99	38.37	49.84	21.27	15.43	10.56	23.65	26.21	34.38	40.38	26.66	50.46
Smp_005070.2	0	0.29	0	4.83	1.53	0.47	2.07	3.11	9.73	11.91	13.01	13.39	10.98	17.04
Smp_005080.1	58.87	84.89	8.47	92.46	5.58	14.4	18.14	6.03	4.86	4.66	3.99	3.3	9.86	3
Smp_005080.2	408.74	464.68	135.04	58.33	81.94	122.53	90.14	72.22	46.38	43.11	44.79	35.11	95.54	32.83
Smp_005140.1	0.63	0.35	0.46	0	0	7.85	5.89	1.77	1.16	1.43	0.59	0.76	1.09	1.37
Smp_005160.1	163.57	180.04	33.31	54.08	14.49	23.28	74.36	37.62	41.76	46.99	46.81	47.5	31.37	59.35
Smp_005160.2	28.61	20.01	19.04	31.75	12.25	11.67	45.4	14.75	21.53	13.72	24.7	22.44	16.2	15.75
Smp_005180.1	636.44	850.56	186.94	213.65	124.41	118.78	104.56	112.27	128.6	123.28	134.64	119.39	259.04	109.49
Smp_005190.1	0.39	0.35	7.55	0	0	1.53	3.6	7.62	8.5	8.81	9.82	7.61	4.57	7.32
Smp_005190.2	35.22	38.13	14.33	21.56	24.7	50.89	36.59	27.16	25.51	30.29	48.17	55.09	29.71	52.09
Smp_005190.3	6.92	3.18	0	2.06	2.52	15.6	29.36	34.63	31.96	26.07	15.42	17.29	8.78	15.1
Smp_005210.1	371.13	416.16	181.1	189.86	183.19	153.04	156.19	136.92	132.09	117.91	104.32	97.73	129.2	99.11
Smp_005230.1	500.54	639.98	274.28	210.96	533.3	530.06	250.72	293.76	244.23	239.18	220.58	244.1	171.24	245.24
Smp_005260.1	919.54	2026.17	411.83	620.94	430.39	228.14	249.11	128.05	224.21	197.88	192.01	182.66	332.7	176.73
Smp_005260.2	189.57	195.16	123.08	81.69	185.76	164.94	133.49	59.22	53.3	42.83	42.97	45.1	58.24	46.75
Smp_005280.1	58.43	50.47	48.5	67.87	38.93	21.95	23.52	30.22	20.47	16.8	24.48	19.47	41.54	14.67
Smp_005290.1	104.33	160.2	73.9	79.44	107.71	228.08	51.52	19.69	74.82	73.87	75.91	72.9	111.21	62.07
Smp_005320.1	16.66	10.75	39.72	86.08	49.98	65.59	16.01	7.92	28.28	28.2	30.59	33.99	44.77	34.22
Smp_005330.1	0	0	0	0	0	0	5.94	3.91	0	0	0	0	3.28	0
Smp_005330.2	15.41	12.14	18.68	31.38	26.33	20.5	17.69	17.76	22.37	19.67	17.44	18.11	25.12	18.03
Smp_005330.3	3.13	3.86	0	4.16	10.7	3.77	4.17	5.89	5.24	6.14	5.95	5.18	4.14	4.42
Smp_005330.4	0.97	0.02	12.07	0	0	0	0	0	0	0	0	0.11	0	0
Smp_005390.1	79.7	73.95	51.27	61.49	49.18	68.75	68.2	63.85	46.34	40.72	40.75	39.36	48.44	38.21
Smp_005470.1	2.31	0.44	10.23	2.92	0	0	0.27	0.54	0.95	0.42	5.17	4.27	3.4	8.95
Smp_005500.1	52.66	66.88	27	41.59	18.84	3.74	6.82	17.84	10.49	12.91	18.03	15.44	19.68	15.73
Smp_005520.1	73.17	105.79	26.46	24.29	15.09	97.23	78.76	73.53	76.97	65.83	53.55	53.34	61.46	78.69
Smp_005640.1	8.71	11.06	5.22	11.94	29.25	4.05	11.38	11.81	9.51	8.96	7.92	7.09	10.06	11.11
Smp_005670.1	265.78	144.45	109.58	89.35	107.78	234.06	196.32	148.01	123.43	149.58	154.18	175.56	135.74	192.52
Smp_005720.1	31.59	16.22	16.57	6.03	60.44	46.07	71.6	60.3	146.59	208.57	211.9	269.02	52.13	276.03
Smp_005780.1	8.32	10.06	24.9	32.17	15.3	21.89	15.53	21.24	31.79	31.71	30.03	31.28	52.62	37.08
Smp_005790.1	9.96	26.88	13.21	34.46	5.88	10.45	22.15	13.51	25.29	19.96	21.58	22.43	4.92	13.73
Smp_005790.2	25.93	42.63	5.65	0	2.19	24.29	44.4	63.09	57.11	60.01	47.13	51.72	11.36	35.48
Smp_005880.1	365.15	303.02	331.11	263.55	182.41	1408.81	394.59	36.92	75.3	78.5	74.8	98.14	35.91	113.4
Smp_005900.1	123.5	91.36	156.63	180.04	90.35	57.7	112.68	193.26	149.21	177.95	191.07	220.83	148.23	254.53
Smp_005910.1	89.55	47.4	28.66	29.66	19.82	49.28	48.46	31.22	22.06	23.41	18.28	19.49	20.59	37.18
Smp_005960.1	136.14	55.81	17.57	14.06	24.23	22.55	18.97	11.66	5.57	6.56	10.94	10.68	9.36	14.65
Smp_006000.1	492.63	727.28	261.47	274.49	141.6	103.99	139.01	113.87	113.38	113.06	121.35	108.11	230.17	102.96
Smp_006060.1	284.07	235.5	85.33	129.65	68.38	207.21	186.69	201.82	175.05	168.53	208.86	228.13	248.88	295.6
Smp_006190.1	94.2	125.18	66.06	51.76	40.91	73.16	64.49	56.85	68.4	99.86	80.57	100.76	61.63	109.94
Smp_006190.2	0.63	0.6	0	0	0	1.26	0	0.03	0.23	0.49	0.71	0.51	0.21	0.2
Smp_006250.1	94.2	104.07	35.94	39.31	15.99	46.69	45.03	27.14	24.91	25.94	23.3	22.96	22.26	22.64
Smp_006250.2	3.31	2.78	5.75	6.83	6.64	14.4	18.85	13.37	9.02	10.59	8.7	10.37	5.29	8.66
Smp_006320.1	488.46	499.48	61.82	121.95	45.42	152.87	69.64	47.32	72.21	61.62	56.95	59.59	54.85	49.29
Smp_006340.1	282.49	659.02	214.02	231.25	179.75	71.99	91.88	111.07	165.61	232.43	209.9	250.09	267.73	264.74
Smp_006340.2	0.28	0.26	5.35	0	5.55	0.81	0.42	2.87	2.48	3.65	4.23	5.91	3.38	4.54
Smp_006350.1	119.16	147.32	33.66	36.87	18.06	113.66	78.19	52.3	26.28	28.31	27.14	28.44	18.08	26.8
Smp_006390.1	125.47	92.61	43.59	41.2	68.31	111.74	34.84	1.32	45.02	48.81	49	52.79	80.32	53.3
Smp_006440.1	306.26	317.89	49.9	52.52	32.77	89.31	82.51	75.15	61.16	46.85	45	41.39	47.38	43.21
Smp_006550.1	348.4	300.42	129.13	138.43	148.85	171.04	85.72	70.15	105.15	98.14	99.25	90.67	260.74	98.2
Smp_006560.1	228.25	294.02	172.83	189.73	287.46	4675.34	344.98	60.07	108.44	153.96	139.26	122.21	192.24	148.98
Smp_006590.1	0	0	0	0	0.53	0	0.03	0	0.09	0.04	0	0.02	0.03	0.02
Smp_006590.2	0.43	2.69	4.26	0	1.54	17.26	1.78	0.96	4.12	3.38	4.11	3.41	2.37	2.72
Smp_006590.3	5.64	5.76	32.27	38.76	28.91	2.87	16.39	17.16	25.04	24.17	17.5	17.37	26.13	21.18
Smp_006630.1	58.87	91.22	68.33	76.67	27.18	65.22	46.1	46.15	30.58	25.55	29.36	21.44	23.36	15.68
Smp_006630.2	24.92	35.24	0	7.52	16.31	0	2.19	0.25	0	1.1	0	1.65	22.91	3.32
Smp_006680.1	12.06	35.44	64.24	19.02	52.86	14.32	9.25	19.95	39.48	43.94	56.89	61.85	70.18	66.78
Smp_006680.2	0.56	4.13	5.73	15.22	6.05	1.87	3.1	11.2	5.73	7	6.9	7.04	15.37	11.74
Smp_006690.1	88	51.61	51.67	37.4	46.01	32.13	41.42	52.16	40.69	38.8	31.5	29.86	74.71	42.68
Smp_006690.2	2.94	0.93	0	6.3	7.81	30.23	6.32	5.94	9.66	8.03	11.29	10.77	2.26	8.38
Smp_006690.3	173.68	162.59	0	0	0	15.68	4.56	0.87	1.29	0.64	0.98	0.62	0.33	0.22
Smp_006700.1	23.53	27.3	28.22	42.61	25.36	20.21	27.19	22.17	16.86	15.61	16.44	16.4	8.94	12.84
Smp_006700.2	18.39	8.89	0	0	0	8.96	8.85	7.23	5.83	5.6	5.42	4.78	10.1	5.36
Smp_006710.1	149.07	104.73	36.81	21.03	42.33	16.93	9.92	9.72	31.24	26.87	28	28.18	46.59	33.64
Smp_006720.1	49.68	28.66	40.57	61.79	99.49	47.81	62.6	78.63	223	221.31	222.15	243.63	311.76	272.16
Smp_006730.1	0.82	0.49	4.75	2.71	17.36	235.72	403.52	372.97	144.96	122.16	109.57	116.45	90.67	148.52
Smp_006750.1	2.18	1.17	0	0	30	9.45	4.43	8.24	2.95	1.98	3.06	4.42	2.08	3.81
Smp_006750.2	0.99	1.7	38.23	29.13	35.83	14.14	11.16	31.63	50.88	73.21	81.58	100.85	59.55	114.51
Smp_006760.1	0.78	0.24	0	0	1.32	1.27	0.27	0.31	18.17	19.67	29.77	30.06	57.12	32.86
Smp_006760.2	0.69	0.68	0	0	0	0	2.42	0.31	5.36	4.11	7.41	8.65	8.72	8.85
Smp_006780.1	90.59	128.32	52.27	72.07	44.42	23.51	22.46	17.98	33.87	36.34	35.93	35.51	64.48	36.61
Smp_006810.1	27.86	15.95	28.18	33.26	15.68	10.97	26.86	19.26	33.13	36.31	28.05	31.69	16.07	37.93
Smp_006830.1	476.33	507.78	194.43	187.75	237.9	139.91	81.78	91.52	134.39	127.12	121.14	118.77	209.93	129.81
Smp_006840.1	27.53	24.27	20.5	15.98	17.69	50.84	32.85	22.45	21.52	26.14	29.43	31.97	37	34.66
Smp_006850.1	420.08	401.95	257.74	327.8	167.51	402.31	228.89	113.16	135.93	145.63	152.23	131.05	372.05	121.24
Smp_006860.1	5.86	1.39	13.78	0	3.56	20.64	17.76	11.61	5.2	8.11	7.83	10.88	2.87	15.32
Smp_006860.2	24.01	35.64	29.48	24.45	79.31	367.34	147.19	46.82	96.25	132.62	131.69	156.41	57.18	125.94
Smp_006860.3	20.88	3.75	13.38	10.92	5.2	11.53	19.27	31.41	33.75	53.93	97.93	151.86	30.21	265.91
Smp_006920.1	37.88	61.79	24.79	32.9	14.87	27.85	46.89	37.93	28.9	38.24	27.86	32.39	16.7	40.71
Smp_006930.1	24.4	14.14	3.2	7.52	6.22	3.89	1.58	2.87	3.83	6.09	3.86	5.36	4.84	10.21
Smp_006930.2	24.27	16.15	29.77	38.97	24.09	18.96	28.74	54.88	54.92	73.5	57.3	70.96	40.96	88.28
Smp_006980.1	108.35	140.59	42.65	97.89	42.69	51.67	0	0	43.77	57.08	43.57	51.76	72.28	52.55
Smp_007000.1	8.73	15.65	43.94	45.64	31.14	4.01	1.66	5.62	12.79	9.17	9.18	5.49	25.2	3.89
Smp_007070.1	1.25	0.29	1.83	0.53	9.71	2.15	6.06	5.07	6.46	8.78	7.1	8.05	3.69	8.05
Smp_007170.1	148.44	112.92	59.31	83.17	57.29	127.18	114.71	80.65	65.1	71.24	68.01	69.69	69.15	73.38
Smp_007180.1	158.6	168.72	24.26	46.72	17.41	66.41	61.52	44.42	39.23	34.06	35.87	33.8	28.54	34.63
Smp_007180.2	56.14	29.72	1.92	2.27	0	13.11	22.29	11.35	11.73	7.62	7.89	6.34	3.55	6.44
Smp_007190.1	31.79	21.32	23.17	22.64	14.89	18.7	21.6	20.57	28.89	34.39	27.77	29.33	34.09	33.37
Smp_007210.1	0	0	9.25	9.51	0	2.19	0.71	0.79	4.74	2.83	2.24	2.84	0.41	2.16
Smp_007210.2	9.53	7.35	0	0	0	17.91	20.45	31.54	30.38	22.17	21.19	22.98	5.72	14.44
Smp_007210.3	0.24	0.22	0	0	12.03	0	0.41	0.15	1.23	0.84	0.45	0.32	0	0.36
Smp_007210.4	0	0	0	0	0	0	0	0	0.16	0	0.1	0.1	0.39	0
Smp_007260.1	546.29	1165.19	155.95	137	124.15	212.05	257.81	322.6	256.26	225.01	246.69	244.12	237.36	232.16
Smp_007270.1	34.23	23.85	28.04	40.25	56.12	329.55	117.83	15.43	45.96	67.23	91.89	120.74	44.74	166.39
Smp_007290.1	0	0.18	0	0	0	2.5	0.14	0.83	0.31	0.45	0.72	0.66	0	0.26
Smp_007290.2	0.73	0.4	1.3	0.53	3.76	0.49	4.38	6.01	7.73	8.43	6.53	8.68	4.57	8.75
Smp_007290.3	0.22	0	1.38	0.34	1.15	3.64	3.24	2.27	2.39	1.87	1.44	1.94	0.41	1.55
Smp_007290.4	2.79	4.44	2.47	0	1.3	16.93	0	0	1.86	1.18	0.7	0.73	0.33	0.43
Smp_007290.5	1.04	0.93	0	0	0	16.43	4.66	2.25	0.05	0	1.03	0.88	0	0
Smp_007300.1	4227.76	4828.69	1203.81	2209.73	1077.58	1772.78	1352.77	511.49	1250.63	1112.94	1291.39	1278.8	2650.09	1281.22
Smp_007330.1	1.84	11.43	0.42	5.66	1.71	0.89	1.19	3.79	15.34	12.56	14.11	12.18	14.09	12.63
Smp_007330.2	0.54	0	7.44	0	4.85	0	1.85	0	0	0.45	0.35	0.49	0	0
Smp_007380.1	596.51	498.09	135.69	121.03	163.26	71.81	45.07	49.57	18.87	53.04	47.86	46.44	103.64	79.96
Smp_007450.1	42.81	28.11	16.47	24	81.63	21.33	11.61	32.67	29.12	43.85	43.21	52.13	35.29	67.69
Smp_007450.2	147.17	72.97	0	1.28	16.63	12.93	13.67	36.45	32.57	45.91	56.63	63.51	52.08	83.2
Smp_007500.1	162.36	125.49	79.34	57.75	70.19	59.79	50.17	43.33	55.86	65.24	63.17	70.45	82.69	88.93
Smp_007510.1	360.31	252.47	43.12	66.18	41.84	125.16	107.84	56.26	41.86	37.24	40.5	35.71	44.42	35.55
Smp_007540.1	27.73	21.36	17.45	0	4.29	15.68	28.67	6.53	4.91	3.13	4.85	2.98	9.42	3.6
Smp_007540.2	221.55	363.64	58.67	106.31	57.2	78.23	116.67	63.82	47.21	37.57	42.91	32.44	95.32	39.29
Smp_007550.1	74.27	94.64	35.24	56.37	21.61	6.59	8.07	103.31	126.46	124.29	116.37	111.48	125.99	108.77
Smp_007570.1	4.91	0.55	6.78	0.86	0.59	1.1	4.1	3.27	1.72	0.72	1.87	0.76	4.14	0.36
Smp_007630.1	64.1	313.86	193.52	193.44	88.03	47.56	61.08	19.16	24.15	40.99	33.01	36.07	30.45	30.23
Smp_007630.2	486.3	473	151.9	188.19	115.06	117.01	153.04	203.52	156.43	228.21	173.2	215.11	178.52	227.65
Smp_007650.1	79.55	40.07	22	14.02	28.52	79.73	49.56	28.44	67.44	82.23	90.44	111.45	33.24	91.67
Smp_007660.1	5.19	8.45	8.7	6.17	6.89	11.17	17.6	7.34	4.54	6.82	4.88	5.74	2.29	5.15
Smp_007660.2	47.52	70.26	17	17.52	14.87	9.61	9.92	15.65	14.84	18.17	13.42	14.54	19.66	17.59
Smp_007670.1	6.05	4.1	9.04	13.96	4.1	2.6	7.91	1.77	1.21	2.07	7.67	3.58	18.55	2.28
Smp_007690.1	0.73	0.31	0.83	2.83	4.32	0.57	0.69	0.82	5.51	5.74	3.24	2.97	1.26	3.2
Smp_007710.1	6.35	2.96	5.02	7.92	1.09	11.39	19.24	25.22	4.31	4.72	4.58	5.59	1	3.31
Smp_007710.2	2.42	4.15	0	0	1.86	10.72	1.78	3.87	0.16	0.2	0.42	0.35	0	0.13
Smp_007710.3	0	1.61	15.1	13.95	13.84	2.46	13.67	23.93	21.18	27.24	24.28	27.75	18.93	28.34
Smp_007730.1	96.73	101.51	215.35	170.48	162.69	113.47	97.69	130.45	134.37	201.93	175.93	224.88	166.19	252.48
Smp_007760.1	178.85	1168.96	297.87	241.1	42.34	2.51	1.98	2.89	31.74	13.84	51.56	31.26	56.79	52.65
Smp_007890.1	24.38	21.98	42.18	37.08	32.5	47.97	25.94	22.57	37.58	37.89	32.05	35.06	50.9	43.22
Smp_007900.1	12447.72	11489.25	2963.4	4306.46	2474.32	2042.82	1329.5	965.64	1112.93	1017.07	1128.75	952.45	3617.38	834.05
Smp_007960.1	25.37	6.42	21.38	13.85	25.67	5.24	15.19	26.37	25.62	28.69	32.77	28.49	86.45	33.19
Smp_007960.2	10.63	20.17	3.09	4.79	1.32	14.06	22.28	13.79	11.91	9.17	9.49	6.07	5.86	5.78
Smp_007960.3	0	0.2	4.94	0	3.56	1.44	0.62	0.16	3.38	2.67	4.11	4.72	2.67	1.32
Smp_007970.1	80.8	126.75	114.25	86.55	89.37	62.46	19.56	34.13	50.49	49.64	51.45	44.51	101.95	46.44
Smp_008070.1	1956.89	2418.56	3732.79	4377.3	3983.28	5311.24	2658.98	1304.06	1768	1995.84	2015.02	2155.69	4630.71	2304.21
Smp_008120.1	109.97	68.32	54.56	37.86	47.07	42.03	42.85	50.67	58.05	55.71	49.25	50.07	61.01	63.27
Smp_008140.1	11.86	12.34	66.62	57.56	54.14	20.19	27.16	15.74	27.42	28.58	26.75	26.46	50.4	29.91
Smp_008220.1	21.8	8.61	34.22	16.39	30.84	9.92	8.4	7.31	21.6	14.37	12.38	10.76	18.05	8.78
Smp_008220.2	0.54	0.29	0	1.31	0	0	0	0.57	0.73	1.79	1.25	0.7	1.52	0.73
Smp_008220.3	1.49	0.6	0	8.68	3.61	0.62	0	1.18	2.56	2.38	2.76	1.75	7.77	1.98
Smp_008230.1	57.46	44.69	59.73	33.61	54.01	84.15	179.29	132.67	72.01	81.32	90.44	107.85	98.39	141.69
Smp_008260.1	72.72	53.31	35.32	36.2	40.73	80.31	77.74	75.89	46.23	46.84	51.12	50.1	35.43	52.91
Smp_008290.1	4.04	3.44	7.71	7.85	0	8.78	16.39	10.23	7.65	6.44	6	4.44	6.95	8.73
Smp_008290.2	0	1.32	0	0	8.07	4.81	6.42	11.76	2.06	2.46	5.21	6.33	0	0
Smp_008290.3	0	0	0	0	0	0.46	0.22	0.27	0	0	0	0	0	0
Smp_008310.1	242.92	329.99	201.22	196.66	312.67	170.3	181.47	97.77	258.61	264.4	267.84	276.79	419.95	274.02
Smp_008320.1	167.7	215.64	48.89	44.83	36.88	79.93	104.9	77.6	66.55	60.2	74.55	73.3	73.22	74.82
Smp_008360.1	573.88	795.26	298.43	374.2	206.47	37.13	91.54	66.61	29.82	27.52	29.7	24.77	52.16	30.66
Smp_008400.1	39.74	215.53	103.16	161.38	42.36	0.22	1.42	0.2	0.17	0.11	0.13	0.05	0	0.05
Smp_008430.1	682.91	586.45	164.72	178.25	233.16	208.65	125.3	92.18	238.25	232.43	235.9	243.2	378.18	251.36
Smp_008440.1	209.66	286.76	215.53	189.76	240.95	57.34	54.52	14.81	206.25	241.26	234.88	252.54	455.92	225.19
Smp_008450.1	13.79	0.86	1.36	3.1	3.55	1.37	1.14	0.55	0.78	0.62	0.71	0.45	0.85	0.8
Smp_008470.1	138.13	91.53	63.19	86.33	82.62	141.48	101.24	57.31	57.27	59.64	64.92	71.91	62.29	83.01
Smp_008490.1	74.79	41.95	63.4	38.98	161.91	96.07	8.7	16	87.06	125.27	129.75	185.59	27.48	203.14
Smp_008500.1	393.37	366.11	52.57	79.2	36.16	171.3	119.77	113.21	54.38	53.93	52.66	50.57	69.26	55.38
Smp_008545.1	6224.31	10222.4	998.48	1229.34	526.65	934.2	857.19	803.94	794.13	787.74	800.77	726.43	1354.1	658.15
Smp_008580.1	20.92	40.96	45.06	40.6	56.6	17.9	50.75	69.39	78.16	86.64	95.72	94.08	157.48	102.64
Smp_008610.1	24.1	8.65	5.76	4.39	6.78	15.45	35.23	25.01	129.57	56.83	214.65	181.28	508.98	184.45
Smp_008620.1	3.52	1.54	2.65	3.04	6.26	8.06	9.6	18.79	16.86	19.48	19.37	23.18	7.78	24.1
Smp_008660.1	4.11	1.57	194.18	160.92	123.03	101.22	40.46	154.04	32.17	33.88	41.61	51.29	84.49	78.09
Smp_008660.2	132.88	158.26	323.84	318.58	198.56	152.96	156.88	144.81	383.65	427.81	418.48	495.35	182.76	553.58
Smp_008660.3	2.61	2.43	2.47	1.39	2.41	22.75	101.58	86.85	5.04	7.16	8.35	10.74	2.91	13.01
Smp_008710.1	3.13	1.08	1.87	1.07	10.69	3.94	7.07	17.7	29.74	33.33	24.06	29.96	4.38	23.03
Smp_008770.1	179.49	173.03	326.21	326.58	407.02	189.35	120.26	136.08	245.7	248.96	243.33	235.91	417.89	240.07
Smp_008830.1	0	7.37	101.17	40.23	53.64	40.53	0	0	54.94	41.14	18.39	30.68	48.84	31.15
Smp_008830.2	220.36	371.3	0	85.88	24.44	47.62	102.55	66.8	26.38	29.18	42.22	26.41	11.97	22.32
Smp_008830.3	0.19	0.95	0	0	0	1.71	2.43	5.59	6.72	6.13	3.73	2.28	0.15	0
Smp_008850.1	0.91	1.32	5.54	2.11	3.38	1.49	3.37	9.04	8.14	9.06	10.34	12.21	2.62	6.25
Smp_008900.1	473.5	254.34	51.31	1.78	84.83	210.87	181.53	150.05	102.18	94.24	102.94	96.9	83.81	94.26
Smp_008900.2	27.14	20.9	12.18	0	4.26	29.84	21.49	10.29	15.48	11.99	10.64	12.61	6.1	8.4
Smp_008900.3	75.83	69.71	41.72	108.27	28.61	88.83	44.74	41.31	28.38	28	27.97	25.38	25.7	22.58
Smp_009020.1	0.02	0	0.44	0	0.57	0.96	0.16	0.55	6.57	6.64	3.47	3.92	0.97	2.23
Smp_009030.1	164.93	352.3	109.59	119.73	63.58	52.74	49.14	70.82	92.27	65.1	61.4	42.6	100.68	33.81
Smp_009070.1	66.47	83.43	20.95	21.86	14.54	104.69	77.44	36.68	42.8	48.24	59.13	66.99	33.86	84.67
Smp_009150.1	31.1	14.19	7.17	3.76	5.59	4.63	6.36	4.07	3.83	4.67	3.18	3.58	7.19	5.26
Smp_009150.2	2.12	1.92	2.43	0.83	5.24	1.17	1.32	1.31	2.42	2.35	2.17	2.3	2.69	2.29
Smp_009150.3	0	0	0.52	0	0	4.92	2.34	2.36	2.75	1.44	2.65	2.46	0.02	0.26
Smp_009230.1	15289.96	10409.06	5826.74	1584.55	245.32	1.61	6.91	0	92.67	542.87	801.03	1362.55	36.62	808.71
Smp_009250.1	96.51	151.27	55.41	80.08	34.05	58.14	86.48	92.3	69.72	74.01	87.69	91.55	71.08	91.89
Smp_009310.1	13518.21	22713.17	1983.93	2794.45	1344.67	3635.27	1343.55	767.06	1426.71	1314.23	1411.43	1412.11	2300.55	1611.66
Smp_009320.1	332.34	239.49	105.45	127.19	122.82	129.86	85.87	100.99	163.77	198.23	217.01	251.12	224.07	277.28
Smp_009340.1	153.99	193.97	73.06	88.63	41.66	46.24	43.18	52.47	51.32	53.1	43.3	39.09	77.36	50.34
Smp_009390.1	366.32	375.2	420.59	405.52	323.81	166.36	80.08	35.77	119.72	128.94	126.23	131.5	230.93	138.89
Smp_009400.1	398.54	354.22	47.02	84.52	42.92	115.82	93.47	53.72	50.3	40.79	44.76	41.92	41.83	38.21
Smp_009420.1	51.39	61.5	29.74	33.99	36.42	24.04	21.69	21.29	15.14	16.73	16.7	16.12	28.96	17.48
Smp_009430.1	120.39	165.81	68.25	72.42	54.04	18.92	50.61	45.91	64.69	69.35	81.89	68.66	161.73	64.44
Smp_009520.1	0	0	2.87	0	0	0	0	0	0	0	0	0	0	0
Smp_009520.2	13.29	16.55	17.89	25.07	33.4	16.07	8.7	7.33	15.92	13.06	13.08	13.65	16.52	10.76
Smp_009520.3	2.72	1.39	2.87	0	3.98	5.38	3.94	5.3	4.04	3.45	2.83	2.5	3.05	2.88
Smp_009540.1	0.69	0.44	0	2.02	0.99	49.97	18.33	15.85	1.41	1.22	1.33	1.59	0.18	1.15
Smp_009540.2	17.7	17.06	14.29	22.23	14.24	62.19	65.22	41.77	24.45	28.43	27.6	30.59	7.62	27.22
Smp_009540.3	6.07	5.54	8.41	6.4	12.56	9.68	4.3	4.51	2.88	2.25	3.73	3.48	8.27	7.83
Smp_009550.1	8.73	7.61	11.69	1.91	4.76	15.02	17.29	18.6	14.96	13.48	15	15.07	6.01	14.84
Smp_009550.2	0.06	0	3.4	10.71	10	1.05	13.13	3.3	2.51	3.74	3.12	4.13	9.85	6.29
Smp_009560.1	3.59	3.13	5.82	3.25	9.81	3.45	4.49	6.96	3.52	2.69	2.96	3.41	9	7.6
Smp_009560.2	3	2.93	8.31	5.71	6.86	17.1	17.64	24.87	11.26	10.3	12.49	12.91	6.31	11.52
Smp_009560.3	0	0.22	0	0	0	0.57	0.34	0.26	0.34	0.08	0.09	0.18	0.09	0.22
Smp_009600.1	131.39	477.59	151.96	217.41	80.96	8.06	4.19	6.08	40.78	25.91	29	16.4	53.04	8.37
Smp_009630.1	1.99	0.18	3.67	2.99	4.46	0.84	4.01	4	0.93	0.61	0.59	0.57	0.17	0.63
Smp_009650.1	1706.95	1521.55	394.4	494.13	432.59	2606.59	317.61	102	320.27	333.73	353.92	358.32	421.57	308.78
Smp_009690.1	10510.43	12756.46	3352.99	4521.06	1991.75	567.48	743.3	1366.7	1063.98	1364.92	1179.75	1214.75	2361.59	1188.93
Smp_009760.1	2476.38	3701.83	990.72	1153.28	1010.95	694.77	558.24	563.37	901.94	988.6	833.7	900.84	1101.6	897.12
Smp_009800.1	0.26	0.15	0	2.03	1.02	0	1.46	1.49	2.59	2.96	1.2	1.29	1.91	3.77
Smp_009800.2	0.19	0.09	0.56	0	1.35	2.66	0.21	0.64	2.88	1.96	3.66	3.67	2.97	2.15
Smp_009810.1	75.7	11.21	18.24	4.41	10.21	0.42	0	0.1	1.61	0.25	0.46	0.29	1.26	0.5
Smp_009810.2	61.59	9.07	24.25	2.49	9.68	0.06	0.07	0.01	0.4	0.1	0.08	0.1	0.21	0.04
